Horodatage;Valeur;Statut
2024-01-12T14:00:00+02:00;211940;Mesure
2024-01-12T14:30:00+02:00;221824;Mesure
2024-01-12T15:00:00+02:00;218576;Mesure
2024-01-12T15:30:00+02:00;204547;Mesure
2024-01-12T16:00:00+02:00;189441;Mesure
2024-01-12T16:30:00+02:00;171990;Mesure
2024-01-12T17:00:00+02:00;154247;Mesure
2024-01-12T17:30:00+02:00;124710;Mesure
2024-01-12T18:00:00+02:00;89018;Mesure
2024-01-12T18:30:00+02:00;60710;Mesure
2024-01-12T19:00:00+02:00;48276;Mesure
2024-01-12T19:30:00+02:00;42791;Mesure
2024-01-12T20:00:00+02:00;41220;Mesure
2024-01-12T20:30:00+02:00;41161;Mesure
2024-01-12T21:00:00+02:00;39898;Mesure
2024-01-12T21:30:00+02:00;36898;Mesure
2024-01-12T22:00:00+02:00;33218;Mesure
2024-01-12T22:30:00+02:00;31357;Mesure
2024-01-12T23:00:00+02:00;33173;Mesure
2024-01-12T23:30:00+02:00;31718;Mesure
2024-01-13T00:00:00+02:00;30522;Mesure
2024-01-13T00:30:00+02:00;30685;Mesure
2024-01-13T01:00:00+02:00;32057;Mesure
2024-01-13T01:30:00+02:00;33376;Mesure
2024-01-13T02:00:00+02:00;33430;Mesure
2024-01-13T02:30:00+02:00;32170;Mesure
2024-01-13T03:00:00+02:00;34597;Mesure
2024-01-13T03:30:00+02:00;34293;Mesure
2024-01-13T04:00:00+02:00;35559;Mesure
2024-01-13T04:30:00+02:00;37230;Mesure
2024-01-13T05:00:00+02:00;37770;Mesure
2024-01-13T05:30:00+02:00;36683;Mesure
2024-01-13T06:00:00+02:00;34968;Mesure
2024-01-13T06:30:00+02:00;34201;Mesure
2024-01-13T07:00:00+02:00;37038;Mesure
2024-01-13T07:30:00+02:00;38859;Mesure
2024-01-13T08:00:00+02:00;39890;Mesure
2024-01-13T08:30:00+02:00;39184;Mesure
2024-01-13T09:00:00+02:00;37389;Mesure
2024-01-13T09:30:00+02:00;36156;Mesure
2024-01-13T10:00:00+02:00;36618;Mesure
2024-01-13T10:30:00+02:00;38351;Mesure
2024-01-13T11:00:00+02:00;38715;Mesure
2024-01-13T11:30:00+02:00;38511;Mesure
2024-01-13T12:00:00+02:00;36918;Mesure
2024-01-13T12:30:00+02:00;35401;Mesure
2024-01-13T13:00:00+02:00;35354;Mesure
2024-01-13T13:30:00+02:00;36820;Mesure
2024-01-13T14:00:00+02:00;38452;Mesure
2024-01-13T14:30:00+02:00;38749;Mesure
2024-01-13T15:00:00+02:00;35414;Mesure
2024-01-13T15:30:00+02:00;33793;Mesure
2024-01-13T16:00:00+02:00;33282;Mesure
2024-01-13T16:30:00+02:00;34350;Mesure
2024-01-13T17:00:00+02:00;36016;Mesure
2024-01-13T17:30:00+02:00;36748;Mesure
2024-01-13T18:00:00+02:00;35873;Mesure
2024-01-13T18:30:00+02:00;34195;Mesure
2024-01-13T19:00:00+02:00;31357;Mesure
2024-01-13T19:30:00+02:00;31984;Mesure
2024-01-13T20:00:00+02:00;33544;Mesure
2024-01-13T20:30:00+02:00;34605;Mesure
2024-01-13T21:00:00+02:00;34190;Mesure
2024-01-13T21:30:00+02:00;32681;Mesure
2024-01-13T22:00:00+02:00;31465;Mesure
2024-01-13T22:30:00+02:00;31661;Mesure
2024-01-13T23:00:00+02:00;32170;Mesure
2024-01-13T23:30:00+02:00;30753;Mesure
2024-01-14T00:00:00+02:00;30483;Mesure
2024-01-14T00:30:00+02:00;31608;Mesure
2024-01-14T01:00:00+02:00;33093;Mesure
2024-01-14T01:30:00+02:00;33574;Mesure
2024-01-14T02:00:00+02:00;32607;Mesure
2024-01-14T02:30:00+02:00;31083;Mesure
2024-01-14T03:00:00+02:00;34201;Mesure
2024-01-14T03:30:00+02:00;35089;Mesure
2024-01-14T04:00:00+02:00;36814;Mesure
2024-01-14T04:30:00+02:00;37791;Mesure
2024-01-14T05:00:00+02:00;37121;Mesure
2024-01-14T05:30:00+02:00;35421;Mesure
2024-01-14T06:00:00+02:00;34253;Mesure
2024-01-14T06:30:00+02:00;34691;Mesure
2024-01-14T07:00:00+02:00;38351;Mesure
2024-01-14T07:30:00+02:00;39761;Mesure
2024-01-14T08:00:00+02:00;39552;Mesure
2024-01-14T08:30:00+02:00;37916;Mesure
2024-01-14T09:00:00+02:00;36357;Mesure
2024-01-14T09:30:00+02:00;36309;Mesure
2024-01-14T10:00:00+02:00;37815;Mesure
2024-01-14T10:30:00+02:00;39491;Mesure
2024-01-14T11:00:00+02:00;38749;Mesure
2024-01-14T11:30:00+02:00;37438;Mesure
2024-01-14T12:00:00+02:00;35724;Mesure
2024-01-14T12:30:00+02:00;35183;Mesure
2024-01-14T13:00:00+02:00;36313;Mesure
2024-01-14T13:30:00+02:00;38074;Mesure
2024-01-14T14:00:00+02:00;38848;Mesure
2024-01-14T14:30:00+02:00;37923;Mesure
2024-01-14T15:00:00+02:00;34195;Mesure
2024-01-14T15:30:00+02:00;33258;Mesure
2024-01-14T16:00:00+02:00;33922;Mesure
2024-01-14T16:30:00+02:00;35577;Mesure
2024-01-14T17:00:00+02:00;36702;Mesure
2024-01-14T17:30:00+02:00;36262;Mesure
2024-01-14T18:00:00+02:00;34661;Mesure
2024-01-14T18:30:00+02:00;33372;Mesure
2024-01-14T19:00:00+02:00;31661;Mesure
2024-01-14T19:30:00+02:00;33088;Mesure
2024-01-14T20:00:00+02:00;34434;Mesure
2024-01-14T20:30:00+02:00;34462;Mesure
2024-01-14T21:00:00+02:00;33146;Mesure
2024-01-14T21:30:00+02:00;31696;Mesure
2024-01-14T22:00:00+02:00;31445;Mesure
2024-01-14T22:30:00+02:00;32624;Mesure
2024-01-14T23:00:00+02:00;31083;Mesure
2024-01-14T23:30:00+02:00;29451;Mesure
2024-01-15T00:00:00+02:00;29728;Mesure
2024-01-15T00:30:00+02:00;30678;Mesure
2024-01-15T01:00:00+02:00;31492;Mesure
2024-01-15T01:30:00+02:00;30934;Mesure
2024-01-15T02:00:00+02:00;30010;Mesure
2024-01-15T02:30:00+02:00;30447;Mesure
2024-01-15T03:00:00+02:00;32764;Mesure
2024-01-15T03:30:00+02:00;38351;Mesure
2024-01-15T04:00:00+02:00;47085;Mesure
2024-01-15T04:30:00+02:00;83267;Mesure
2024-01-15T05:00:00+02:00;139690;Mesure
2024-01-15T05:30:00+02:00;181787;Mesure
2024-01-15T06:00:00+02:00;191100;Mesure
2024-01-15T06:30:00+02:00;204004;Mesure
2024-01-15T07:00:00+02:00;218242;Mesure
2024-01-15T07:30:00+02:00;225163;Mesure
2024-01-15T08:00:00+02:00;217544;Mesure
2024-01-15T08:30:00+02:00;204689;Mesure
2024-01-15T09:00:00+02:00;197788;Mesure
2024-01-15T09:30:00+02:00;201193;Mesure
2024-01-15T10:00:00+02:00;200661;Mesure
2024-01-15T10:30:00+02:00;183740;Mesure
2024-01-15T11:00:00+02:00;158865;Mesure
2024-01-15T11:30:00+02:00;136781;Mesure
2024-01-15T12:00:00+02:00;137781;Mesure
2024-01-15T12:30:00+02:00;155072;Mesure
2024-01-15T13:00:00+02:00;198217;Mesure
2024-01-15T13:30:00+02:00;214969;Mesure
2024-01-15T14:00:00+02:00;217571;Mesure
2024-01-15T14:30:00+02:00;209949;Mesure
2024-01-15T15:00:00+02:00;200234;Mesure
2024-01-15T15:30:00+02:00;196681;Mesure
2024-01-15T16:00:00+02:00;198526;Mesure
2024-01-15T16:30:00+02:00;187821;Mesure
2024-01-15T17:00:00+02:00;161866;Mesure
2024-01-15T17:30:00+02:00;120530;Mesure
2024-01-15T18:00:00+02:00;81641;Mesure
2024-01-15T18:30:00+02:00;57172;Mesure
2024-01-15T19:00:00+02:00;49430;Mesure
2024-01-15T19:30:00+02:00;46566;Mesure
2024-01-15T20:00:00+02:00;44059;Mesure
2024-01-15T20:30:00+02:00;40726;Mesure
2024-01-15T21:00:00+02:00;36883;Mesure
2024-01-15T21:30:00+02:00;34203;Mesure
2024-01-15T22:00:00+02:00;33165;Mesure
2024-01-15T22:30:00+02:00;33772;Mesure
2024-01-15T23:00:00+02:00;30447;Mesure
2024-01-15T23:30:00+02:00;29873;Mesure
2024-01-16T00:00:00+02:00;30782;Mesure
2024-01-16T00:30:00+02:00;31390;Mesure
2024-01-16T01:00:00+02:00;31225;Mesure
2024-01-16T01:30:00+02:00;29934;Mesure
2024-01-16T02:00:00+02:00;29182;Mesure
2024-01-16T02:30:00+02:00;30576;Mesure
2024-01-16T03:00:00+02:00;33835;Mesure
2024-01-16T03:30:00+02:00;39491;Mesure
2024-01-16T04:00:00+02:00;47127;Mesure
2024-01-16T04:30:00+02:00;80947;Mesure
2024-01-16T05:00:00+02:00;135172;Mesure
2024-01-16T05:30:00+02:00;180671;Mesure
2024-01-16T06:00:00+02:00;196286;Mesure
2024-01-16T06:30:00+02:00;210951;Mesure
2024-01-16T07:00:00+02:00;220488;Mesure
2024-01-16T07:30:00+02:00;220361;Mesure
2024-01-16T08:00:00+02:00;210056;Mesure
2024-01-16T08:30:00+02:00;201446;Mesure
2024-01-16T09:00:00+02:00;201593;Mesure
2024-01-16T09:30:00+02:00;208382;Mesure
2024-01-16T10:00:00+02:00;204483;Mesure
2024-01-16T10:30:00+02:00;181309;Mesure
2024-01-16T11:00:00+02:00;153501;Mesure
2024-01-16T11:30:00+02:00;133489;Mesure
2024-01-16T12:00:00+02:00;139116;Mesure
2024-01-16T12:30:00+02:00;160425;Mesure
2024-01-16T13:00:00+02:00;203472;Mesure
2024-01-16T13:30:00+02:00;214081;Mesure
2024-01-16T14:00:00+02:00;210928;Mesure
2024-01-16T14:30:00+02:00;203621;Mesure
2024-01-16T15:00:00+02:00;200104;Mesure
2024-01-16T15:30:00+02:00;202662;Mesure
2024-01-16T16:00:00+02:00;204891;Mesure
2024-01-16T16:30:00+02:00;188822;Mesure
2024-01-16T17:00:00+02:00;157815;Mesure
2024-01-16T17:30:00+02:00;116473;Mesure
2024-01-16T18:00:00+02:00;80757;Mesure
2024-01-16T18:30:00+02:00;58527;Mesure
2024-01-16T19:00:00+02:00;51169;Mesure
2024-01-16T19:30:00+02:00;47242;Mesure
2024-01-16T20:00:00+02:00;43279;Mesure
2024-01-16T20:30:00+02:00;39323;Mesure
2024-01-16T21:00:00+02:00;36148;Mesure
2024-01-16T21:30:00+02:00;34713;Mesure
2024-01-16T22:00:00+02:00;34344;Mesure
2024-01-16T22:30:00+02:00;34540;Mesure
2024-01-16T23:00:00+02:00;30576;Mesure
2024-01-16T23:30:00+02:00;30849;Mesure
2024-01-17T00:00:00+02:00;31697;Mesure
2024-01-17T00:30:00+02:00;31418;Mesure
2024-01-17T01:00:00+02:00;30355;Mesure
2024-01-17T01:30:00+02:00;28965;Mesure
2024-01-17T02:00:00+02:00;29003;Mesure
2024-01-17T02:30:00+02:00;31406;Mesure
2024-01-17T03:00:00+02:00;34987;Mesure
2024-01-17T03:30:00+02:00;39898;Mesure
2024-01-17T04:00:00+02:00;46122;Mesure
2024-01-17T04:30:00+02:00;78160;Mesure
2024-01-17T05:00:00+02:00;133030;Mesure
2024-01-17T05:30:00+02:00;184148;Mesure
2024-01-17T06:00:00+02:00;203300;Mesure
2024-01-17T06:30:00+02:00;214969;Mesure
2024-01-17T07:00:00+02:00;217571;Mesure
2024-01-17T07:30:00+02:00;212920;Mesure
2024-01-17T08:00:00+02:00;205001;Mesure
2024-01-17T08:30:00+02:00;203397;Mesure
2024-01-17T09:00:00+02:00;208552;Mesure
2024-01-17T09:30:00+02:00;213907;Mesure
2024-01-17T10:00:00+02:00;203638;Mesure
2024-01-17T10:30:00+02:00;175773;Mesure
2024-01-17T11:00:00+02:00;148874;Mesure
2024-01-17T11:30:00+02:00;133402;Mesure
2024-01-17T12:00:00+02:00;143347;Mesure
2024-01-17T12:30:00+02:00;165569;Mesure
2024-01-17T13:00:00+02:00;204557;Mesure
2024-01-17T13:30:00+02:00;208723;Mesure
2024-01-17T14:00:00+02:00;203828;Mesure
2024-01-17T14:30:00+02:00;201418;Mesure
2024-01-17T15:00:00+02:00;204844;Mesure
2024-01-17T15:30:00+02:00;209794;Mesure
2024-01-17T16:00:00+02:00;207865;Mesure
2024-01-17T16:30:00+02:00;185481;Mesure
2024-01-17T17:00:00+02:00;152378;Mesure
2024-01-17T17:30:00+02:00;114152;Mesure
2024-01-17T18:00:00+02:00;81962;Mesure
2024-01-17T18:30:00+02:00;60606;Mesure
2024-01-17T19:00:00+02:00;52333;Mesure
2024-01-17T19:30:00+02:00;46814;Mesure
2024-01-17T20:00:00+02:00;41870;Mesure
2024-01-17T20:30:00+02:00;38253;Mesure
2024-01-17T21:00:00+02:00;36325;Mesure
2024-01-17T21:30:00+02:00;35857;Mesure
2024-01-17T22:00:00+02:00;35353;Mesure
2024-01-17T22:30:00+02:00;34550;Mesure
2024-01-17T23:00:00+02:00;31406;Mesure
2024-01-17T23:30:00+02:00;31900;Mesure
2024-01-18T00:00:00+02:00;32023;Mesure
2024-01-18T00:30:00+02:00;30748;Mesure
2024-01-18T01:00:00+02:00;29310;Mesure
2024-01-18T01:30:00+02:00;28506;Mesure
2024-01-18T02:00:00+02:00;29561;Mesure
2024-01-18T02:30:00+02:00;32528;Mesure
2024-01-18T03:00:00+02:00;35653;Mesure
2024-01-18T03:30:00+02:00;39370;Mesure
2024-01-18T04:00:00+02:00;44565;Mesure
2024-01-18T04:30:00+02:00;76280;Mesure
2024-01-18T05:00:00+02:00;134319;Mesure
2024-01-18T05:30:00+02:00;190504;Mesure
2024-01-18T06:00:00+02:00;208690;Mesure
2024-01-18T06:30:00+02:00;214081;Mesure
2024-01-18T07:00:00+02:00;210928;Mesure
2024-01-18T07:30:00+02:00;206503;Mesure
2024-01-18T08:00:00+02:00;204868;Mesure
2024-01-18T08:30:00+02:00;209583;Mesure
2024-01-18T09:00:00+02:00;215239;Mesure
2024-01-18T09:30:00+02:00;215047;Mesure
2024-01-18T10:00:00+02:00;198541;Mesure
2024-01-18T10:30:00+02:00;169857;Mesure
2024-01-18T11:00:00+02:00;147263;Mesure
2024-01-18T11:30:00+02:00;136563;Mesure
2024-01-18T12:00:00+02:00;148391;Mesure
2024-01-18T12:30:00+02:00;167972;Mesure
2024-01-18T13:00:00+02:00;200938;Mesure
2024-01-18T13:30:00+02:00;201532;Mesure
2024-01-18T14:00:00+02:00;199766;Mesure
2024-01-18T14:30:00+02:00;204422;Mesure
2024-01-18T15:00:00+02:00;212123;Mesure
2024-01-18T15:30:00+02:00;214567;Mesure
2024-01-18T16:00:00+02:00;205983;Mesure
2024-01-18T16:30:00+02:00;179443;Mesure
2024-01-18T17:00:00+02:00;148232;Mesure
2024-01-18T17:30:00+02:00;114709;Mesure
2024-01-18T18:00:00+02:00;84662;Mesure
2024-01-18T18:30:00+02:00;62387;Mesure
2024-01-18T19:00:00+02:00;52349;Mesure
2024-01-18T19:30:00+02:00;45494;Mesure
2024-01-18T20:00:00+02:00;40525;Mesure
2024-01-18T20:30:00+02:00;38043;Mesure
2024-01-18T21:00:00+02:00;37326;Mesure
2024-01-18T21:30:00+02:00;37071;Mesure
2024-01-18T22:00:00+02:00;35696;Mesure
2024-01-18T22:30:00+02:00;33797;Mesure
2024-01-18T23:00:00+02:00;32528;Mesure
2024-01-18T23:30:00+02:00;32508;Mesure
2024-01-19T00:00:00+02:00;31600;Mesure
2024-01-19T00:30:00+02:00;29710;Mesure
2024-01-19T01:00:00+02:00;28605;Mesure
2024-01-19T01:30:00+02:00;28783;Mesure
2024-01-19T02:00:00+02:00;30581;Mesure
2024-01-19T02:30:00+02:00;33390;Mesure
2024-01-19T03:00:00+02:00;35506;Mesure
2024-01-19T03:30:00+02:00;38168;Mesure
2024-01-19T04:00:00+02:00;43222;Mesure
2024-01-19T04:30:00+02:00;76230;Mesure
2024-01-19T05:00:00+02:00;138404;Mesure
2024-01-19T05:30:00+02:00;196613;Mesure
2024-01-19T06:00:00+02:00;209802;Mesure
2024-01-19T06:30:00+02:00;208723;Mesure
2024-01-19T07:00:00+02:00;203828;Mesure
2024-01-19T07:30:00+02:00;204268;Mesure
2024-01-19T08:00:00+02:00;209722;Mesure
2024-01-19T08:30:00+02:00;216958;Mesure
2024-01-19T09:00:00+02:00;218363;Mesure
2024-01-19T09:30:00+02:00;211243;Mesure
2024-01-19T10:00:00+02:00;191701;Mesure
2024-01-19T10:30:00+02:00;166472;Mesure
2024-01-19T11:00:00+02:00;149460;Mesure
2024-01-19T11:30:00+02:00;141415;Mesure
2024-01-19T12:00:00+02:00;151767;Mesure
2024-01-19T12:30:00+02:00;166451;Mesure
2024-01-19T13:00:00+02:00;194396;Mesure
2024-01-19T13:30:00+02:00;196049;Mesure
2024-01-19T14:00:00+02:00;200741;Mesure
2024-01-19T14:30:00+02:00;211157;Mesure
2024-01-19T15:00:00+02:00;218356;Mesure
2024-01-19T15:30:00+02:00;214630;Mesure
2024-01-19T16:00:00+02:00;200172;Mesure
2024-01-19T16:30:00+02:00;173678;Mesure
2024-01-19T17:00:00+02:00;147417;Mesure
2024-01-19T17:30:00+02:00;117871;Mesure
2024-01-19T18:00:00+02:00;87528;Mesure
2024-01-19T18:30:00+02:00;62993;Mesure
2024-01-19T19:00:00+02:00;51208;Mesure
2024-01-19T19:30:00+02:00;43930;Mesure
2024-01-19T20:00:00+02:00;39906;Mesure
2024-01-19T20:30:00+02:00;38796;Mesure
2024-01-19T21:00:00+02:00;38659;Mesure
2024-01-19T21:30:00+02:00;37758;Mesure
2024-01-19T22:00:00+02:00;35205;Mesure
2024-01-19T22:30:00+02:00;32652;Mesure
2024-01-19T23:00:00+02:00;33390;Mesure
2024-01-19T23:30:00+02:00;33417;Mesure
2024-01-20T00:00:00+02:00;32141;Mesure
2024-01-20T00:30:00+02:00;30735;Mesure
2024-01-20T01:00:00+02:00;30492;Mesure
2024-01-20T01:30:00+02:00;31635;Mesure
2024-01-20T02:00:00+02:00;33114;Mesure
2024-01-20T02:30:00+02:00;33568;Mesure
2024-01-20T03:00:00+02:00;36654;Mesure
2024-01-20T03:30:00+02:00;34942;Mesure
2024-01-20T04:00:00+02:00;34203;Mesure
2024-01-20T04:30:00+02:00;35116;Mesure
2024-01-20T05:00:00+02:00;36842;Mesure
2024-01-20T05:30:00+02:00;37794;Mesure
2024-01-20T06:00:00+02:00;37096;Mesure
2024-01-20T06:30:00+02:00;35391;Mesure
2024-01-20T07:00:00+02:00;36148;Mesure
2024-01-20T07:30:00+02:00;36642;Mesure
2024-01-20T08:00:00+02:00;38384;Mesure
2024-01-20T08:30:00+02:00;39773;Mesure
2024-01-20T09:00:00+02:00;39532;Mesure
2024-01-20T09:30:00+02:00;37882;Mesure
2024-01-20T10:00:00+02:00;36341;Mesure
2024-01-20T10:30:00+02:00;36325;Mesure
2024-01-20T11:00:00+02:00;36853;Mesure
2024-01-20T11:30:00+02:00;38472;Mesure
2024-01-20T12:00:00+02:00;38738;Mesure
2024-01-20T12:30:00+02:00;37406;Mesure
2024-01-20T13:00:00+02:00;35701;Mesure
2024-01-20T13:30:00+02:00;35190;Mesure
2024-01-20T14:00:00+02:00;36343;Mesure
2024-01-20T14:30:00+02:00;38101;Mesure
2024-01-20T15:00:00+02:00;36746;Mesure
2024-01-20T15:30:00+02:00;35846;Mesure
2024-01-20T16:00:00+02:00;34168;Mesure
2024-01-20T16:30:00+02:00;33255;Mesure
2024-01-20T17:00:00+02:00;33947;Mesure
2024-01-20T17:30:00+02:00;35607;Mesure
2024-01-20T18:00:00+02:00;36709;Mesure
2024-01-20T18:30:00+02:00;36240;Mesure
2024-01-20T19:00:00+02:00;32652;Mesure
2024-01-20T19:30:00+02:00;31455;Mesure
2024-01-20T20:00:00+02:00;31678;Mesure
2024-01-20T20:30:00+02:00;33117;Mesure
2024-01-20T21:00:00+02:00;34448;Mesure
2024-01-20T21:30:00+02:00;34448;Mesure
2024-01-20T22:00:00+02:00;33117;Mesure
2024-01-20T22:30:00+02:00;31678;Mesure
2024-01-20T23:00:00+02:00;33568;Mesure
2024-01-20T23:30:00+02:00;32581;Mesure
2024-01-21T00:00:00+02:00;31060;Mesure
2024-01-21T00:30:00+02:00;30403;Mesure
2024-01-21T01:00:00+02:00;31214;Mesure
2024-01-21T01:30:00+02:00;32748;Mesure
2024-01-21T02:00:00+02:00;33594;Mesure
2024-01-21T02:30:00+02:00;32974;Mesure
2024-01-21T03:00:00+02:00;35391;Mesure
2024-01-21T03:30:00+02:00;34246;Mesure
2024-01-21T04:00:00+02:00;34713;Mesure
2024-01-21T04:30:00+02:00;36364;Mesure
2024-01-21T05:00:00+02:00;37680;Mesure
2024-01-21T05:30:00+02:00;37452;Mesure
2024-01-21T06:00:00+02:00;35889;Mesure
2024-01-21T06:30:00+02:00;34428;Mesure
2024-01-21T07:00:00+02:00;36325;Mesure
2024-01-21T07:30:00+02:00;37849;Mesure
2024-01-21T08:00:00+02:00;39512;Mesure
2024-01-21T08:30:00+02:00;39785;Mesure
2024-01-21T09:00:00+02:00;38417;Mesure
2024-01-21T09:30:00+02:00;36665;Mesure
2024-01-21T10:00:00+02:00;36141;Mesure
2024-01-21T10:30:00+02:00;37326;Mesure
2024-01-21T11:00:00+02:00;38101;Mesure
2024-01-21T11:30:00+02:00;38846;Mesure
2024-01-21T12:00:00+02:00;37894;Mesure
2024-01-21T12:30:00+02:00;36120;Mesure
2024-01-21T13:00:00+02:00;35155;Mesure
2024-01-21T13:30:00+02:00;35886;Mesure
2024-01-21T14:00:00+02:00;37641;Mesure
2024-01-21T14:30:00+02:00;38807;Mesure
2024-01-21T15:00:00+02:00;36240;Mesure
2024-01-21T15:30:00+02:00;34631;Mesure
2024-01-21T16:00:00+02:00;33361;Mesure
2024-01-21T16:30:00+02:00;33598;Mesure
2024-01-21T17:00:00+02:00;35124;Mesure
2024-01-21T17:30:00+02:00;36536;Mesure
2024-01-21T18:00:00+02:00;36536;Mesure
2024-01-21T18:30:00+02:00;35124;Mesure
2024-01-21T19:00:00+02:00;31678;Mesure
2024-01-21T19:30:00+02:00;31455;Mesure
2024-01-21T20:00:00+02:00;32652;Mesure
2024-01-21T20:30:00+02:00;34169;Mesure
2024-01-21T21:00:00+02:00;34611;Mesure
2024-01-21T21:30:00+02:00;33572;Mesure
2024-01-21T22:00:00+02:00;32007;Mesure
2024-01-21T22:30:00+02:00;31355;Mesure
2024-01-21T23:00:00+02:00;32974;Mesure
2024-01-21T23:30:00+02:00;30476;Mesure
2024-01-22T00:00:00+02:00;29014;Mesure
2024-01-22T00:30:00+02:00;28928;Mesure
2024-01-22T01:00:00+02:00;30303;Mesure
2024-01-22T01:30:00+02:00;31400;Mesure
2024-01-22T02:00:00+02:00;31730;Mesure
2024-01-22T02:30:00+02:00;31901;Mesure
2024-01-22T03:00:00+02:00;32515;Mesure
2024-01-22T03:30:00+02:00;36325;Mesure
2024-01-22T04:00:00+02:00;44821;Mesure
2024-01-22T04:30:00+02:00;83183;Mesure
2024-01-22T05:00:00+02:00;146577;Mesure
2024-01-22T05:30:00+02:00;192085;Mesure
2024-01-22T06:00:00+02:00;192976;Mesure
2024-01-22T06:30:00+02:00;194971;Mesure
2024-01-22T07:00:00+02:00;206273;Mesure
2024-01-22T07:30:00+02:00;221396;Mesure
2024-01-22T08:00:00+02:00;225726;Mesure
2024-01-22T08:30:00+02:00;217123;Mesure
2024-01-22T09:00:00+02:00;203054;Mesure
2024-01-22T09:30:00+02:00;194779;Mesure
2024-01-22T10:00:00+02:00;189131;Mesure
2024-01-22T10:30:00+02:00;178033;Mesure
2024-01-22T11:00:00+02:00;162569;Mesure
2024-01-22T11:30:00+02:00;144961;Mesure
2024-01-22T12:00:00+02:00;143472;Mesure
2024-01-22T12:30:00+02:00;152508;Mesure
2024-01-22T13:00:00+02:00;187189;Mesure
2024-01-22T13:30:00+02:00;205725;Mesure
2024-01-22T14:00:00+02:00;219215;Mesure
2024-01-22T14:30:00+02:00;221302;Mesure
2024-01-22T15:00:00+02:00;210743;Mesure
2024-01-22T15:30:00+02:00;196788;Mesure
2024-01-22T16:00:00+02:00;188729;Mesure
2024-01-22T16:30:00+02:00;178103;Mesure
2024-01-22T17:00:00+02:00;160492;Mesure
2024-01-22T17:30:00+02:00;125860;Mesure
2024-01-22T18:00:00+02:00;86473;Mesure
2024-01-22T18:30:00+02:00;58194;Mesure
2024-01-22T19:00:00+02:00;47507;Mesure
2024-01-22T19:30:00+02:00;43930;Mesure
2024-01-22T20:00:00+02:00;43015;Mesure
2024-01-22T20:30:00+02:00;41996;Mesure
2024-01-22T21:00:00+02:00;39130;Mesure
2024-01-22T21:30:00+02:00;35361;Mesure
2024-01-22T22:00:00+02:00;32337;Mesure
2024-01-22T22:30:00+02:00;31841;Mesure
2024-01-22T23:00:00+02:00;31901;Mesure
2024-01-22T23:30:00+02:00;29646;Mesure
2024-01-23T00:00:00+02:00;29155;Mesure
2024-01-23T00:30:00+02:00;29881;Mesure
2024-01-23T01:00:00+02:00;31194;Mesure
2024-01-23T01:30:00+02:00;31409;Mesure
2024-01-23T02:00:00+02:00;30835;Mesure
2024-01-23T02:30:00+02:00;30876;Mesure
2024-01-23T03:00:00+02:00;32337;Mesure
2024-01-23T03:30:00+02:00;37326;Mesure
2024-01-23T04:00:00+02:00;46339;Mesure
2024-01-23T04:30:00+02:00;83991;Mesure
2024-01-23T05:00:00+02:00;143383;Mesure
2024-01-23T05:30:00+02:00;185482;Mesure
2024-01-23T06:00:00+02:00;190028;Mesure
2024-01-23T06:30:00+02:00;198830;Mesure
2024-01-23T07:00:00+02:00;213640;Mesure
2024-01-23T07:30:00+02:00;225498;Mesure
2024-01-23T08:00:00+02:00;222618;Mesure
2024-01-23T08:30:00+02:00;209765;Mesure
2024-01-23T09:00:00+02:00;198261;Mesure
2024-01-23T09:30:00+02:00;196788;Mesure
2024-01-23T10:00:00+02:00;195690;Mesure
2024-01-23T10:30:00+02:00;182679;Mesure
2024-01-23T11:00:00+02:00;161801;Mesure
2024-01-23T11:30:00+02:00;140495;Mesure
2024-01-23T12:00:00+02:00;139192;Mesure
2024-01-23T12:30:00+02:00;152508;Mesure
2024-01-23T13:00:00+02:00;192945;Mesure
2024-01-23T13:30:00+02:00;212264;Mesure
2024-01-23T14:00:00+02:00;220254;Mesure
2024-01-23T14:30:00+02:00;215674;Mesure
2024-01-23T15:00:00+02:00;203679;Mesure
2024-01-23T15:30:00+02:00;194779;Mesure
2024-01-23T16:00:00+02:00;193292;Mesure
2024-01-23T16:30:00+02:00;184350;Mesure
2024-01-23T17:00:00+02:00;162733;Mesure
2024-01-23T17:30:00+02:00;123569;Mesure
2024-01-23T18:00:00+02:00;83492;Mesure
2024-01-23T18:30:00+02:00;57065;Mesure
2024-01-23T19:00:00+02:00;48244;Mesure
2024-01-23T19:30:00+02:00;45494;Mesure
2024-01-23T20:00:00+02:00;43973;Mesure
2024-01-23T20:30:00+02:00;41592;Mesure
2024-01-23T21:00:00+02:00;37849;Mesure
2024-01-23T21:30:00+02:00;34413;Mesure
2024-01-23T22:00:00+02:00;32515;Mesure
2024-01-23T22:30:00+02:00;32898;Mesure
2024-01-23T23:00:00+02:00;30876;Mesure
2024-01-23T23:30:00+02:00;29483;Mesure
2024-01-24T00:00:00+02:00;29959;Mesure
2024-01-24T00:30:00+02:00;30892;Mesure
2024-01-24T01:00:00+02:00;31497;Mesure
2024-01-24T01:30:00+02:00;30725;Mesure
2024-01-24T02:00:00+02:00;29775;Mesure
2024-01-24T02:30:00+02:00;30405;Mesure
2024-01-24T03:00:00+02:00;32977;Mesure
2024-01-24T03:30:00+02:00;38659;Mesure
2024-01-24T04:00:00+02:00;47197;Mesure
2024-01-24T04:30:00+02:00;82835;Mesure
2024-01-24T05:00:00+02:00;138524;Mesure
